"route","kind","audience","domain","dynamic","file"
"/api/angelcare-marketplace/cms/pages/[pageId]/transition","api","api","apicms","yes","app/api/angelcare-marketplace/cms/pages/[pageId]/transition/route.ts"
"/api/angelcare-marketplace/cms/publishing","api","api","apicms","no","app/api/angelcare-marketplace/cms/publishing/route.ts"
"/api/angelcare-marketplace/conversion/admin/sessions","api","api","apiconversion","no","app/api/angelcare-marketplace/conversion/admin/sessions/route.ts"
"/api/angelcare-marketplace/conversion/admin/sessions/[sessionId]/recover","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/admin/sessions/[sessionId]/recover/route.ts"
"/api/angelcare-marketplace/conversion/admin/summary","api","api","apiconversion","no","app/api/angelcare-marketplace/conversion/admin/summary/route.ts"
"/api/angelcare-marketplace/conversion/basket","api","api","apiconversion","no","app/api/angelcare-marketplace/conversion/basket/route.ts"
"/api/angelcare-marketplace/conversion/basket/[basketId]/checkout","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/basket/[basketId]/checkout/route.ts"
"/api/angelcare-marketplace/conversion/basket/[basketId]/items","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/basket/[basketId]/items/route.ts"
"/api/angelcare-marketplace/conversion/sessions","api","api","apiconversion","no","app/api/angelcare-marketplace/conversion/sessions/route.ts"
"/api/angelcare-marketplace/conversion/sessions/[sessionKey]","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/route.ts"
"/api/angelcare-marketplace/conversion/sessions/[sessionKey]/availability","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/availability/route.ts"
"/api/angelcare-marketplace/conversion/sessions/[sessionKey]/confirm","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/confirm/route.ts"
"/api/angelcare-marketplace/conversion/sessions/[sessionKey]/consent","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/consent/route.ts"
"/api/angelcare-marketplace/conversion/sessions/[sessionKey]/price","api","api","apiconversion","yes","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/price/route.ts"
"/api/angelcare-marketplace/crm/accounts","api","api","apicrm","no","app/api/angelcare-marketplace/crm/accounts/route.ts"
"/api/angelcare-marketplace/crm/leads","api","api","apicrm","no","app/api/angelcare-marketplace/crm/leads/route.ts"
"/api/angelcare-marketplace/crm/opportunities","api","api","apicrm","no","app/api/angelcare-marketplace/crm/opportunities/route.ts"
"/api/angelcare-marketplace/crm/opportunities/[opportunityId]/transition","api","api","apicrm","yes","app/api/angelcare-marketplace/crm/opportunities/[opportunityId]/transition/route.ts"
"/api/angelcare-marketplace/crm/quotes","api","api","apicrm","no","app/api/angelcare-marketplace/crm/quotes/route.ts"
"/api/angelcare-marketplace/crm/summary","api","api","apicrm","no","app/api/angelcare-marketplace/crm/summary/route.ts"
"/api/angelcare-marketplace/development/activities","api","api","apidevelopment","no","app/api/angelcare-marketplace/development/activities/route.ts"
"/api/angelcare-marketplace/development/activities/[activityId]/transition","api","api","apidevelopment","yes","app/api/angelcare-marketplace/development/activities/[activityId]/transition/route.ts"
"/api/angelcare-marketplace/development/categories","api","api","apidevelopment","no","app/api/angelcare-marketplace/development/categories/route.ts"
"/api/angelcare-marketplace/development/kits","api","api","apidevelopment","no","app/api/angelcare-marketplace/development/kits/route.ts"
"/api/angelcare-marketplace/development/summary","api","api","apidevelopment","no","app/api/angelcare-marketplace/development/summary/route.ts"
"/api/angelcare-marketplace/development/supplier-specs","api","api","apidevelopment","no","app/api/angelcare-marketplace/development/supplier-specs/route.ts"
"/api/angelcare-marketplace/discovery/search","api","api","apidiscovery","no","app/api/angelcare-marketplace/discovery/search/route.ts"
"/api/angelcare-marketplace/family/account","api","api","apifamily","no","app/api/angelcare-marketplace/family/account/route.ts"
"/api/angelcare-marketplace/family/children","api","api","apifamily","no","app/api/angelcare-marketplace/family/children/route.ts"
"/api/angelcare-marketplace/family/children/[childId]","api","api","apifamily","yes","app/api/angelcare-marketplace/family/children/[childId]/route.ts"
"/api/angelcare-marketplace/family/dashboard","api","api","apifamily","no","app/api/angelcare-marketplace/family/dashboard/route.ts"
"/api/angelcare-marketplace/family/diagnostics","api","api","apifamily","no","app/api/angelcare-marketplace/family/diagnostics/route.ts"
"/api/angelcare-marketplace/family/missions","api","api","apifamily","no","app/api/angelcare-marketplace/family/missions/route.ts"
"/api/angelcare-marketplace/family/missions/[missionId]","api","api","apifamily","yes","app/api/angelcare-marketplace/family/missions/[missionId]/route.ts"
"/api/angelcare-marketplace/family/requests","api","api","apifamily","no","app/api/angelcare-marketplace/family/requests/route.ts"
"/api/angelcare-marketplace/family/requests/[requestId]","api","api","apifamily","yes","app/api/angelcare-marketplace/family/requests/[requestId]/route.ts"
"/api/angelcare-marketplace/family/support","api","api","apifamily","no","app/api/angelcare-marketplace/family/support/route.ts"
"/api/angelcare-marketplace/family/support/[ticketId]","api","api","apifamily","yes","app/api/angelcare-marketplace/family/support/[ticketId]/route.ts"
"/api/angelcare-marketplace/family/support/[ticketId]/messages","api","api","apifamily","yes","app/api/angelcare-marketplace/family/support/[ticketId]/messages/route.ts"
"/api/angelcare-marketplace/finance/invoice-readiness","api","api","apifinance","no","app/api/angelcare-marketplace/finance/invoice-readiness/route.ts"
"/api/angelcare-marketplace/finance/invoice-readiness/evaluate","api","api","apifinance","no","app/api/angelcare-marketplace/finance/invoice-readiness/evaluate/route.ts"
"/api/angelcare-marketplace/finance/margin-exceptions","api","api","apifinance","no","app/api/angelcare-marketplace/finance/margin-exceptions/route.ts"
"/api/angelcare-marketplace/finance/margin-exceptions/[exceptionId]/decision","api","api","apifinance","yes","app/api/angelcare-marketplace/finance/margin-exceptions/[exceptionId]/decision/route.ts"
"/api/angelcare-marketplace/finance/price-books","api","api","apifinance","no","app/api/angelcare-marketplace/finance/price-books/route.ts"
"/api/angelcare-marketplace/finance/price-books/[priceBookId]/transition","api","api","apifinance","yes","app/api/angelcare-marketplace/finance/price-books/[priceBookId]/transition/route.ts"
"/api/angelcare-marketplace/finance/price-rules","api","api","apifinance","no","app/api/angelcare-marketplace/finance/price-rules/route.ts"
"/api/angelcare-marketplace/finance/price-rules/[priceRuleId]/evaluate","api","api","apifinance","yes","app/api/angelcare-marketplace/finance/price-rules/[priceRuleId]/evaluate/route.ts"
"/api/angelcare-marketplace/finance/reconciliation","api","api","apifinance","no","app/api/angelcare-marketplace/finance/reconciliation/route.ts"
"/api/angelcare-marketplace/finance/revenue-streams","api","api","apifinance","no","app/api/angelcare-marketplace/finance/revenue-streams/route.ts"
"/api/angelcare-marketplace/finance/summary","api","api","apifinance","no","app/api/angelcare-marketplace/finance/summary/route.ts"
"/api/angelcare-marketplace/foundation/audit","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/audit/route.ts"
"/api/angelcare-marketplace/foundation/audit/export","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/audit/export/route.ts"
"/api/angelcare-marketplace/foundation/configuration","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/configuration/route.ts"
"/api/angelcare-marketplace/foundation/configuration/[key]","api","api","apifoundation","yes","app/api/angelcare-marketplace/foundation/configuration/[key]/route.ts"
"/api/angelcare-marketplace/foundation/context","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/context/route.ts"
"/api/angelcare-marketplace/foundation/feature-flags","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/feature-flags/route.ts"
"/api/angelcare-marketplace/foundation/feature-flags/[flagKey]","api","api","apifoundation","yes","app/api/angelcare-marketplace/foundation/feature-flags/[flagKey]/route.ts"
"/api/angelcare-marketplace/foundation/health","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/health/route.ts"
"/api/angelcare-marketplace/foundation/modules","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/modules/route.ts"
"/api/angelcare-marketplace/foundation/modules/[moduleKey]","api","api","apifoundation","yes","app/api/angelcare-marketplace/foundation/modules/[moduleKey]/route.ts"
"/api/angelcare-marketplace/foundation/modules/[moduleKey]/transition","api","api","apifoundation","yes","app/api/angelcare-marketplace/foundation/modules/[moduleKey]/transition/route.ts"
"/api/angelcare-marketplace/foundation/readiness","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/readiness/route.ts"
"/api/angelcare-marketplace/foundation/readiness/[checkKey]","api","api","apifoundation","yes","app/api/angelcare-marketplace/foundation/readiness/[checkKey]/route.ts"
"/api/angelcare-marketplace/foundation/readiness/sign-off","api","api","apifoundation","no","app/api/angelcare-marketplace/foundation/readiness/sign-off/route.ts"
"/api/angelcare-marketplace/growth/experiments","api","api","apigrowth","no","app/api/angelcare-marketplace/growth/experiments/route.ts"
"/api/angelcare-marketplace/growth/experiments/[experimentId]/transition","api","api","apigrowth","yes","app/api/angelcare-marketplace/growth/experiments/[experimentId]/transition/route.ts"
"/api/angelcare-marketplace/growth/opportunities","api","api","apigrowth","no","app/api/angelcare-marketplace/growth/opportunities/route.ts"
"/api/angelcare-marketplace/homepage/[kind]","api","api","apihomepage","yes","app/api/angelcare-marketplace/homepage/[kind]/route.ts"
"/api/angelcare-marketplace/homepage/engagement","api","api","apihomepage","no","app/api/angelcare-marketplace/homepage/engagement/route.ts"
"/api/angelcare-marketplace/intelligence/executive","api","api","apiintelligence","no","app/api/angelcare-marketplace/intelligence/executive/route.ts"
"/api/angelcare-marketplace/intelligence/metrics","api","api","apiintelligence","no","app/api/angelcare-marketplace/intelligence/metrics/route.ts"
"/api/angelcare-marketplace/intelligence/observations","api","api","apiintelligence","no","app/api/angelcare-marketplace/intelligence/observations/route.ts"
"/api/angelcare-marketplace/journeys","api","api","apijourneys","no","app/api/angelcare-marketplace/journeys/route.ts"
"/api/angelcare-marketplace/journeys/[journeyId]","api","api","apijourneys","yes","app/api/angelcare-marketplace/journeys/[journeyId]/route.ts"
"/api/angelcare-marketplace/journeys/[journeyId]/actions/[actionId]/complete","api","api","apijourneys","yes","app/api/angelcare-marketplace/journeys/[journeyId]/actions/[actionId]/complete/route.ts"
"/api/angelcare-marketplace/journeys/[journeyId]/change-requests","api","api","apijourneys","yes","app/api/angelcare-marketplace/journeys/[journeyId]/change-requests/route.ts"
"/api/angelcare-marketplace/journeys/[journeyId]/recovery","api","api","apijourneys","yes","app/api/angelcare-marketplace/journeys/[journeyId]/recovery/route.ts"
"/api/angelcare-marketplace/journeys/account","api","api","apijourneys","no","app/api/angelcare-marketplace/journeys/account/route.ts"
"/api/angelcare-marketplace/journeys/admin","api","api","apijourneys","no","app/api/angelcare-marketplace/journeys/admin/route.ts"
"/api/angelcare-marketplace/journeys/admin/[journeyId]","api","api","apijourneys","yes","app/api/angelcare-marketplace/journeys/admin/[journeyId]/route.ts"
"/api/angelcare-marketplace/journeys/admin/summary","api","api","apijourneys","no","app/api/angelcare-marketplace/journeys/admin/summary/route.ts"
"/api/angelcare-marketplace/journeys/notifications/[notificationId]/acknowledge","api","api","apijourneys","yes","app/api/angelcare-marketplace/journeys/notifications/[notificationId]/acknowledge/route.ts"
"/api/angelcare-marketplace/launch/approvals","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/approvals/route.ts"
"/api/angelcare-marketplace/launch/evidence","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/evidence/route.ts"
"/api/angelcare-marketplace/launch/gates","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/gates/route.ts"
"/api/angelcare-marketplace/launch/gates/[gateId]/update","api","api","apilaunch","yes","app/api/angelcare-marketplace/launch/gates/[gateId]/update/route.ts"
"/api/angelcare-marketplace/launch/monitoring","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/monitoring/route.ts"
"/api/angelcare-marketplace/launch/post-launch","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/post-launch/route.ts"
"/api/angelcare-marketplace/launch/releases","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/releases/route.ts"
"/api/angelcare-marketplace/launch/releases/[releaseId]/transition","api","api","apilaunch","yes","app/api/angelcare-marketplace/launch/releases/[releaseId]/transition/route.ts"
"/api/angelcare-marketplace/launch/runbooks","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/runbooks/route.ts"
"/api/angelcare-marketplace/launch/summary","api","api","apilaunch","no","app/api/angelcare-marketplace/launch/summary/route.ts"
"/api/angelcare-marketplace/localization/exports","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/exports/route.ts"
"/api/angelcare-marketplace/localization/glossary","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/glossary/route.ts"
"/api/angelcare-marketplace/localization/imports","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/imports/route.ts"
"/api/angelcare-marketplace/localization/inventory","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/inventory/route.ts"
"/api/angelcare-marketplace/localization/memory","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/memory/route.ts"
"/api/angelcare-marketplace/localization/query","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/query/route.ts"
"/api/angelcare-marketplace/localization/readiness","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/readiness/route.ts"
"/api/angelcare-marketplace/localization/rtl-preview","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/rtl-preview/route.ts"
"/api/angelcare-marketplace/localization/scans","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/scans/route.ts"
"/api/angelcare-marketplace/localization/seo","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/seo/route.ts"
"/api/angelcare-marketplace/localization/summary","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/summary/route.ts"
"/api/angelcare-marketplace/localization/translations","api","api","apilocalization","no","app/api/angelcare-marketplace/localization/translations/route.ts"
"/api/angelcare-marketplace/operations/check-events","api","api","apioperations","no","app/api/angelcare-marketplace/operations/check-events/route.ts"
"/api/angelcare-marketplace/operations/checklists","api","api","apioperations","no","app/api/angelcare-marketplace/operations/checklists/route.ts"
"/api/angelcare-marketplace/operations/commerce/summary","api","api","apioperations","no","app/api/angelcare-marketplace/operations/commerce/summary/route.ts"
"/api/angelcare-marketplace/operations/daily-closures","api","api","apioperations","no","app/api/angelcare-marketplace/operations/daily-closures/route.ts"
"/api/angelcare-marketplace/operations/disputes","api","api","apioperations","no","app/api/angelcare-marketplace/operations/disputes/route.ts"
"/api/angelcare-marketplace/operations/escalations","api","api","apioperations","no","app/api/angelcare-marketplace/operations/escalations/route.ts"
"/api/angelcare-marketplace/operations/fulfillment","api","api","apioperations","no","app/api/angelcare-marketplace/operations/fulfillment/route.ts"
"/api/angelcare-marketplace/operations/fulfillment/[caseId]","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/fulfillment/[caseId]/route.ts"
"/api/angelcare-marketplace/operations/fulfillment/[caseId]/evidence","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/fulfillment/[caseId]/evidence/route.ts"
"/api/angelcare-marketplace/operations/fulfillment/[caseId]/transition","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/fulfillment/[caseId]/transition/route.ts"
"/api/angelcare-marketplace/operations/incidents","api","api","apioperations","no","app/api/angelcare-marketplace/operations/incidents/route.ts"
"/api/angelcare-marketplace/operations/missions","api","api","apioperations","no","app/api/angelcare-marketplace/operations/missions/route.ts"
"/api/angelcare-marketplace/operations/missions/[missionId]","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/missions/[missionId]/route.ts"
"/api/angelcare-marketplace/operations/missions/[missionId]/dispatch","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/missions/[missionId]/dispatch/route.ts"
"/api/angelcare-marketplace/operations/missions/[missionId]/transition","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/missions/[missionId]/transition/route.ts"
"/api/angelcare-marketplace/operations/proof","api","api","apioperations","no","app/api/angelcare-marketplace/operations/proof/route.ts"
"/api/angelcare-marketplace/operations/proposals/[proposalId]/decision","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/proposals/[proposalId]/decision/route.ts"
"/api/angelcare-marketplace/operations/providers","api","api","apioperations","no","app/api/angelcare-marketplace/operations/providers/route.ts"
"/api/angelcare-marketplace/operations/reconciliation","api","api","apioperations","no","app/api/angelcare-marketplace/operations/reconciliation/route.ts"
"/api/angelcare-marketplace/operations/reconciliation/[caseId]/handover","api","api","apioperations","yes","app/api/angelcare-marketplace/operations/reconciliation/[caseId]/handover/route.ts"
"/api/angelcare-marketplace/operations/recovery","api","api","apioperations","no","app/api/angelcare-marketplace/operations/recovery/route.ts"
"/api/angelcare-marketplace/operations/reports","api","api","apioperations","no","app/api/angelcare-marketplace/operations/reports/route.ts"
"/api/angelcare-marketplace/operations/returns","api","api","apioperations","no","app/api/angelcare-marketplace/operations/returns/route.ts"
"/api/angelcare-marketplace/operations/settlements","api","api","apioperations","no","app/api/angelcare-marketplace/operations/settlements/route.ts"
"/api/angelcare-marketplace/operations/summary","api","api","apioperations","no","app/api/angelcare-marketplace/operations/summary/route.ts"
"/api/angelcare-marketplace/operations/vendors","api","api","apioperations","no","app/api/angelcare-marketplace/operations/vendors/route.ts"
"/api/angelcare-marketplace/partner-os/plans","api","api","apipartner-os","no","app/api/angelcare-marketplace/partner-os/plans/route.ts"
"/api/angelcare-marketplace/partner-os/subscriptions","api","api","apipartner-os","no","app/api/angelcare-marketplace/partner-os/subscriptions/route.ts"
"/api/angelcare-marketplace/partner-os/summary","api","api","apipartner-os","no","app/api/angelcare-marketplace/partner-os/summary/route.ts"
"/api/angelcare-marketplace/partner-os/tenants","api","api","apipartner-os","no","app/api/angelcare-marketplace/partner-os/tenants/route.ts"
"/api/angelcare-marketplace/partner-os/tenants/[tenantId]/transition","api","api","apipartner-os","yes","app/api/angelcare-marketplace/partner-os/tenants/[tenantId]/transition/route.ts"
"/api/angelcare-marketplace/partner-os/tenants/[tenantId]/workspace","api","api","apipartner-os","yes","app/api/angelcare-marketplace/partner-os/tenants/[tenantId]/workspace/route.ts"
"/api/angelcare-marketplace/performance/observations","api","api","apiperformance","no","app/api/angelcare-marketplace/performance/observations/route.ts"
"/api/angelcare-marketplace/providers","api","api","apiproviders","no","app/api/angelcare-marketplace/providers/route.ts"
"/api/angelcare-marketplace/providers/[providerId]","api","api","apiproviders","yes","app/api/angelcare-marketplace/providers/[providerId]/route.ts"
"/api/angelcare-marketplace/providers/[providerId]/availability","api","api","apiproviders","yes","app/api/angelcare-marketplace/providers/[providerId]/availability/route.ts"
"/api/angelcare-marketplace/providers/[providerId]/documents/[documentId]/review","api","api","apiproviders","yes","app/api/angelcare-marketplace/providers/[providerId]/documents/[documentId]/review/route.ts"
"/api/angelcare-marketplace/providers/[providerId]/eligibility/recalculate","api","api","apiproviders","yes","app/api/angelcare-marketplace/providers/[providerId]/eligibility/recalculate/route.ts"
"/api/angelcare-marketplace/providers/assignments","api","api","apiproviders","no","app/api/angelcare-marketplace/providers/assignments/route.ts"
"/api/angelcare-marketplace/providers/certifications","api","api","apiproviders","no","app/api/angelcare-marketplace/providers/certifications/route.ts"
"/api/angelcare-marketplace/providers/documents","api","api","apiproviders","no","app/api/angelcare-marketplace/providers/documents/route.ts"
"/api/angelcare-marketplace/providers/payable","api","api","apiproviders","no","app/api/angelcare-marketplace/providers/payable/route.ts"
"/api/angelcare-marketplace/providers/payable/[payableId]/decision","api","api","apiproviders","yes","app/api/angelcare-marketplace/providers/payable/[payableId]/decision/route.ts"
"/api/angelcare-marketplace/providers/summary","api","api","apiproviders","no","app/api/angelcare-marketplace/providers/summary/route.ts"
"/api/angelcare-marketplace/public/catalog/[slug]","api","api","apipublic","yes","app/api/angelcare-marketplace/public/catalog/[slug]/route.ts"
"/api/angelcare-marketplace/public/events","api","api","apipublic","no","app/api/angelcare-marketplace/public/events/route.ts"
"/api/angelcare-marketplace/public/inquiries","api","api","apipublic","no","app/api/angelcare-marketplace/public/inquiries/route.ts"
"/api/angelcare-marketplace/qa/checks","api","api","apiqa","no","app/api/angelcare-marketplace/qa/checks/route.ts"
"/api/angelcare-marketplace/qa/defects","api","api","apiqa","no","app/api/angelcare-marketplace/qa/defects/route.ts"
"/api/angelcare-marketplace/qa/defects/[defectId]/transition","api","api","apiqa","yes","app/api/angelcare-marketplace/qa/defects/[defectId]/transition/route.ts"
"/api/angelcare-marketplace/qa/results","api","api","apiqa","no","app/api/angelcare-marketplace/qa/results/route.ts"
"/api/angelcare-marketplace/qa/runs","api","api","apiqa","no","app/api/angelcare-marketplace/qa/runs/route.ts"
"/api/angelcare-marketplace/qa/suites","api","api","apiqa","no","app/api/angelcare-marketplace/qa/suites/route.ts"
"/api/angelcare-marketplace/qa/summary","api","api","apiqa","no","app/api/angelcare-marketplace/qa/summary/route.ts"
"/api/angelcare-marketplace/quote-baskets","api","api","apiquote-baskets","no","app/api/angelcare-marketplace/quote-baskets/route.ts"
"/api/angelcare-marketplace/quote-baskets/[basketId]/items","api","api","apiquote-baskets","yes","app/api/angelcare-marketplace/quote-baskets/[basketId]/items/route.ts"
"/api/angelcare-marketplace/security/access-reviews","api","api","apisecurity","no","app/api/angelcare-marketplace/security/access-reviews/route.ts"
"/api/angelcare-marketplace/security/assessments","api","api","apisecurity","no","app/api/angelcare-marketplace/security/assessments/route.ts"
"/api/angelcare-marketplace/security/controls","api","api","apisecurity","no","app/api/angelcare-marketplace/security/controls/route.ts"
"/api/angelcare-marketplace/security/events","api","api","apisecurity","no","app/api/angelcare-marketplace/security/events/route.ts"
"/api/angelcare-marketplace/security/isolation-tests","api","api","apisecurity","no","app/api/angelcare-marketplace/security/isolation-tests/route.ts"
"/api/angelcare-marketplace/security/isolation-tests/[testId]/execute","api","api","apisecurity","yes","app/api/angelcare-marketplace/security/isolation-tests/[testId]/execute/route.ts"
"/api/angelcare-marketplace/security/recovery-tests","api","api","apisecurity","no","app/api/angelcare-marketplace/security/recovery-tests/route.ts"
"/api/angelcare-marketplace/security/recovery-tests/[testId]/transition","api","api","apisecurity","yes","app/api/angelcare-marketplace/security/recovery-tests/[testId]/transition/route.ts"
"/api/angelcare-marketplace/security/retention","api","api","apisecurity","no","app/api/angelcare-marketplace/security/retention/route.ts"
"/api/angelcare-marketplace/security/summary","api","api","apisecurity","no","app/api/angelcare-marketplace/security/summary/route.ts"
"/api/angelcare-marketplace/suppliers","api","api","apisuppliers","no","app/api/angelcare-marketplace/suppliers/route.ts"
"/api/angelcare-marketplace/territories","api","api","apiterritories","no","app/api/angelcare-marketplace/territories/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/health","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/health/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/overrides","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/overrides/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/preview","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/preview/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/readiness","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/readiness/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/readiness/[gateKey]","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/readiness/[gateKey]/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/readiness/sign-off","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/readiness/sign-off/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/readiness/validate","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/readiness/validate/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/settings","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/settings/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/settings/[settingKey]","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/settings/[settingKey]/route.ts"
"/api/angelcare-marketplace/territories/[territoryCode]/transition","api","api","apiterritories","yes","app/api/angelcare-marketplace/territories/[territoryCode]/transition/route.ts"
"/api/angelcare-marketplace/territories/clone","api","api","apiterritories","no","app/api/angelcare-marketplace/territories/clone/route.ts"
"/api/angelcare-marketplace/territories/export","api","api","apiterritories","no","app/api/angelcare-marketplace/territories/export/route.ts"
"/api/angelcare-marketplace/territories/templates","api","api","apiterritories","no","app/api/angelcare-marketplace/territories/templates/route.ts"
"/api/angelcare-marketplace/territory-overrides/[overrideId]","api","api","apiterritory-overrides","yes","app/api/angelcare-marketplace/territory-overrides/[overrideId]/route.ts"
"/api/angelcare-marketplace/territory-overrides/[overrideId]/review","api","api","apiterritory-overrides","yes","app/api/angelcare-marketplace/territory-overrides/[overrideId]/review/route.ts"
"/api/angelcare-marketplace/territory-overrides/[overrideId]/rollback","api","api","apiterritory-overrides","yes","app/api/angelcare-marketplace/territory-overrides/[overrideId]/rollback/route.ts"
"/api/angelcare-marketplace/trust/assessments","api","api","apitrust","no","app/api/angelcare-marketplace/trust/assessments/route.ts"
"/api/angelcare-marketplace/trust/assessments/[assessmentId]/recalculate","api","api","apitrust","yes","app/api/angelcare-marketplace/trust/assessments/[assessmentId]/recalculate/route.ts"
"/api/angelcare-marketplace/trust/assessments/[assessmentId]/transition","api","api","apitrust","yes","app/api/angelcare-marketplace/trust/assessments/[assessmentId]/transition/route.ts"
"/api/angelcare-marketplace/trust/capa","api","api","apitrust","no","app/api/angelcare-marketplace/trust/capa/route.ts"
"/api/angelcare-marketplace/trust/capa/[actionId]/transition","api","api","apitrust","yes","app/api/angelcare-marketplace/trust/capa/[actionId]/transition/route.ts"
"/api/angelcare-marketplace/trust/complaints","api","api","apitrust","no","app/api/angelcare-marketplace/trust/complaints/route.ts"
"/api/angelcare-marketplace/trust/complaints/[complaintId]/transition","api","api","apitrust","yes","app/api/angelcare-marketplace/trust/complaints/[complaintId]/transition/route.ts"
"/api/angelcare-marketplace/trust/evidence","api","api","apitrust","no","app/api/angelcare-marketplace/trust/evidence/route.ts"
"/api/angelcare-marketplace/trust/sensitive-reviews","api","api","apitrust","no","app/api/angelcare-marketplace/trust/sensitive-reviews/route.ts"
"/api/angelcare-marketplace/trust/sensitive-reviews/[reviewId]/approve","api","api","apitrust","yes","app/api/angelcare-marketplace/trust/sensitive-reviews/[reviewId]/approve/route.ts"
"/api/angelcare-marketplace/trust/sops","api","api","apitrust","no","app/api/angelcare-marketplace/trust/sops/route.ts"
"/api/angelcare-marketplace/trust/sops/[sopId]/transition","api","api","apitrust","yes","app/api/angelcare-marketplace/trust/sops/[sopId]/transition/route.ts"
"/api/angelcare-marketplace/trust/summary","api","api","apitrust","no","app/api/angelcare-marketplace/trust/summary/route.ts"
